wave	flux_density_flambda	error
1816.8568177790635	0.0010709762718292464	8.096497453343799e-05
1837.8950281973166	0.001038747158704641	7.786026657918797e-05
1859.1768496108257	0.0011097875511030036	7.589251786259803e-05
1880.7051029019522	0.0011904738191604437	6.917086412247661e-05
1902.4826416173667	0.0014482377005843507	6.364513604917398e-05
1924.5123523462216	0.001106776295102256	6.291659620127298e-05
1946.7971551028277	0.0009699287863274787	6.990669288997276e-05
1969.340003713645	0.0008857065346398236	6.910647759361468e-05
1992.143886208831	0.0008728504675118321	6.831542228600837e-05
2015.2118252183263	0.0008571559592701017	6.405743715189814e-05
2038.5468783724436	0.0008394596943840631	6.234240753490141e-05
2062.15213870722	0.0008667021000254613	6.259931186387248e-05
2086.0307350743274	0.0008461353683115525	6.140303227676388e-05
2110.185832555867	0.0008124185831980265	5.927749763526829e-05
2134.620632883829	0.0007819335523328311	5.906774536071087e-05
2159.3383748645465	0.0007518822785475866	5.653790080500095e-05
2184.342334807938	0.0007277292797725884	5.497447554707272e-05
2209.6358269618017	0.0007092508237337275	5.253368166489438e-05
2235.222203951143	0.0007083042519305556	5.103694852176832e-05
2261.1048572224995	0.0007097245839011613	4.956759772930351e-05
2287.2872174935455	0.000735783168521802	4.8125198520548644e-05
2313.7727552077577	0.0007347504299251172	4.5844338876523715e-05
2340.5649809944894	0.0007474460460944075	4.403693392542972e-05
2367.6674461342395	0.0007223369795899021	4.2687549305144156e-05
2395.0837430293964	0.0007223369795899037	4.0945476029250085e-05
2422.817505680436	0.0007377001110987804	4.00637487037644e-05
2450.872410167539	0.0007116883371736003	3.878854188291864e-05
2479.2521751379254	0.0007248862282104525	3.75372797868402e-05
2507.960562298683	0.0007192168421420366	3.710759409828433e-05
2537.001376915455	0.0006917670131283488	3.865502198011807e-05
2566.378468316741	0.0006792972381508227	3.704276992076929e-05
2596.0957304042076	0.0006684822019730055	3.777512625583638e-05
2626.157102168746	0.0006515531501448378	3.734271796126358e-05
2656.56656821261	0.0006204686582554888	3.616188676262052e-05
2687.3281592776084	0.0006198118125125781	3.612031949561206e-05
2718.4459527792947	0.0006272054867397017	3.313007036664564e-05
2749.924073347514	0.0006592192015256742	3.1659139134244636e-05
2781.766693373029	0.000815079271960752	4.029005604732422e-05
2813.978033560656	0.0008045996676857916	3.662832622961456e-05
2846.562363488624	0.0006459960297595815	2.9529706802880754e-05
2879.524002174595	0.0006003020809796502	2.7801602899333112e-05
2912.8673186480605	0.0005807642154130385	2.885752861168698e-05
2946.5967325294923	0.0005902416458198267	3.0904465814337245e-05
2980.716714616189	0.0005648067116866782	2.7529206991182126e-05
3015.231787474796	0.0005108575883828704	2.7545961822689278e-05
3050.1465260408577	0.0004970611827258646	2.4934085315532785e-05
3085.465558225129	0.0004884047160620281	2.302704435893183e-05
3121.193565527095	0.0005095183727397629	2.116039568282289e-05
3157.335283655411	0.0005139724598685008	2.0601232596474102e-05
3193.8955031556557	0.0005024349581209714	2.0678726271407178e-05
3230.879070045348	0.0004968895335198907	1.951283617420131e-05
3268.2908864561937	0.00048236951011009535	1.8370928176705344e-05
3306.1359112839623	0.00047054357620213117	1.755528330410898e-05
3344.4191608456754	0.00046949378636985424	1.705511705789322e-05
3383.145709544622	0.0004463749852641643	1.5972526181668416e-05
3422.3206905428583	0.00046595057162973283	1.6666895196731623e-05
3461.9492964417095	0.00043108196006737303	1.5030837945661368e-05
3502.0367799699507	0.0004240429516571525	1.4001543979943324e-05
3542.5884546800867	0.0003973011744515998	1.3841269631348236e-05
3583.6096956527063	0.0003979145767279571	1.2845105646741172e-05
3625.105940208837	0.00039488428333608465	1.2145978984443016e-05
3667.082688630778	0.0003761662683822052	1.1461174880313392e-05
3709.5455048910353	0.00036710461893759593	1.1869502748544778e-05
3752.5000173899407	0.0003537527697150511	9.066898748178196e-06
3795.9519197015666	0.0003275441512124106	8.963110816452703e-06
3839.906971328532	0.00032633213993094815	8.078701146943496e-06
3884.3709984653033	0.0003291090681609408	7.986225019619541e-06
3929.3498947704993	0.0002933457826476173	5.6027665829346755e-06
3974.849622148139	0.00028954085256467833	5.790388255300571e-06
4020.876211537769	0.0002657846215848273	3.2353643903284173e-06
4067.4357637139924	0.0002747513587572912	3.44435482504832e-06
4114.534450094984	0.0002858839992619914	5.837018779539574e-06
4162.178513560643	0.00025285983421639987	2.1638261167816884e-06
4210.374269279959	0.00024003791670826766	1.1883650022466895e-06
4259.1281055481295	0.00024631442643857296	3.0543809414377163e-06
4308.44648463338	0.0002808923094805541	3.7162064392854436e-06
4358.335943633404	0.0003057946259734584	5.740105274905745e-06
4408.803095341987	0.0002455103745517599	2.2697595332658725e-06
4459.854629125388	0.00023551026919489047	2.692533372884488e-06
4511.497311809149	0.0002496260179338271	5.9888524460220915e-06
4563.737988574889	0.00024921825388332224	6.358839257400332e-06
4616.58358386776	0.00023892403954919417	4.335207052640772e-06
4670.041102314164	0.00022909196053029477	6.214094404406592e-06
4724.117629650247	0.00020939670759743807	6.35478853858605e-06
4778.8203336611705	0.0002073098077372501	7.957258109232255e-06
4834.156465131062	0.0003125862344857035	8.694190247693543e-06
4890.133358804248	0.0003092999493352856	7.98076376954407e-06
4946.758434357314	0.0002278137058908395	1.1328381754822872e-05
5004.039197382731	0.00024165169674598085	1.5798175722386454e-05
5061.983240383553	0.00018728364312629747	5.33757036086178e-06
5120.598243779957	0.00017755374986563763	5.667321453599726e-06
5179.8919769271315	0.0001933480733655493	5.409260293738157e-06
5239.872299145163	0.00018904267274655372	5.7292939319783235e-06
5300.547160760834	0.00018788402216785184	6.418872746210566e-06
5361.924604161287	0.00017027067153705048	6.718655136150586e-06
5424.012764860206	0.00015720264496863116	7.379719251971543e-06
5486.819872575998	0.00015700368612134741	8.207149842265358e-06
5550.354252322804	0.00015413094774029528	8.113203374884611e-06
5614.62432551382	0.0001502795371727304	9.446169157836317e-06
5679.6386110776075	0.00014970966855284805	9.690418612259669e-06
5745.405726587344	0.00014710243065111717	1.0276183730046511e-05
5811.934389402908	0.00014946855944027298	1.0847268700658469e-05
5879.233417826541	0.00016196450530317176	9.531645371210009e-06
5947.311732271517	0.0001471295304161384	9.254277930152124e-06
6016.178356444723	0.00014168694909728598	9.148345086667278e-06
6085.842418542552	0.00014207571452317264	1.0359061187711223e-05
6156.313152461027	0.000139453638143416	9.265197995342734e-06
6227.599899019573	0.00014076343261372823	8.516393473648794e-06
6299.712107199204	0.00014594857158757465	9.054296340574086e-06
6372.659335395058	0.00014790057038093876	8.950652667415492e-06
6446.451252683166	0.00016815502458834985	9.934815880503005e-06
6521.097640102287	0.00036514036795330185	1.7340367299024196e-05
6596.608391950169	0.000411357906300319	1.2590933820733513e-05
6672.99351709523	0.00016702821844253929	1.1097152866143416e-05
6750.263140303018	0.00013908485717129636	1.0377145088371695e-05
6828.4275035784485	0.00012801764947142027	9.672166954195936e-06
6907.496967523181	0.00012277780047400608	1.0285802890867203e-05
6987.482012708988	0.00012288527589328257	1.0024850134026285e-05
7068.393241067028	0.00012978958651763963	9.910096623463694e-06
7150.241377292922	0.00012395094691030156	1.0916274592385692e-05
7233.037270268533	0.00012067848485212572	1.0376266375411314e-05
7316.791894499732	0.00012214054369112944	1.0394256772882918e-05
7401.516351571302	0.00011990294464004306	1.0410475682380291e-05
7487.221871618225	0.0001192943427737012	9.489387852459945e-06
7573.919814814323	0.00011847039838125188	1.1098368354193494e-05
7661.621672878119	0.00011436413482923939	1.0971326382180594e-05
7750.33907059584	0.00012067570615931424	9.554579284786925e-06
7840.083767362524	0.00011908850652664788	8.934657086601114e-06
7930.8676587404525	0.00011262630828864009	8.832382912658103e-06
8022.702778036161	0.00012420808009259992	1.1101198172482662e-05
8115.601297895172	0.00011341221926714902	1.2453780950433477e-05
8209.575531915738	0.00010525187683882961	1.0970397355304515e-05
8304.637936280753	0.00010136309176211199	1.1929302280722814e-05
8400.801111408915	0.00010669887708392165	1.6676614304433633e-05
